Argument values: path=/home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54, lib=None, sim=eval-allcriteria-mini.sim;deterministic.sim;recording-body-coords.sim;only-body.sim, genformat=0, initialgenotype=None, opt=jumpdistance, popsize=60, generations=300, tournament=7, pmut=0.9, pxov=0.0, hof_size=1, hof_savefile=genotypes_jump/HoF-jump-f0-eps002-center-run7.gen, max_numparts=20, max_numjoints=40, max_numneurons=0, max_numconnections=0, max_numgenochars=None, log_file=logs_jump/log-jump-f0-eps002-center-run7.json, stagnation_generations=None, plateau_escape=False, eps=0.02, placement=center
Using Framsticks version: 5.4
Home (writable) dir     : /home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54/data
Resources dir           : /home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54/data

Available objects: ['CheckpointEvent', 'Collision', 'CrCollision', 'Creature', 'CreatureSettings', 'CreatureSignals', 'CreatureSnapshot', 'Dictionary', 'ExpProperties', 'ExpState', 'ExtValue', 'File', 'FunctionReference', 'GenMan', 'GenManStats', 'GenePool', 'GenePools', 'Geno', 'GenoConverters', 'Genotype', 'Interface', 'Joint', 'Loader', 'Math', 'MechJoint', 'MechPart', 'MessageCatcher', 'Model', 'ModelGeometry', 'ModelSymmetry', 'Neuro', 'NeuroClass', 'NeuroClassLibrary', 'NeuroDef', 'NeuroSignals', 'NeuronsSimEnabled', 'ODE', 'Orient', 'Part', 'Population', 'Populations', 'Ref', 'Signal', 'SignalView', 'SimilMeasure', 'SimilMeasureDistribution', 'SimilMeasureGreedy', 'SimilMeasureHungarian', 'Simulator', 'SlaveSimulators', 'StopEvent', 'String', 'UserScripts', 'Vector', 'WireframeAppearance', 'World', 'WorldMap', 'WorldSignals', 'XYZ', '__builtins__', '__cached__', '__doc__', '__file__', '__loader__', '__name__', '__package__', '__spec__', 'c_api', 'ctypes', 'home_dir', 'init', 'os', 're', 'res_dir', 'sim_params', 'stats', 'sys']

Basic tests OK. Using settings: ['eval-allcriteria-mini.sim', 'deterministic.sim', 'recording-body-coords.sim', 'only-body.sim']

Simulator.load: Loading from 'eval-allcriteria-mini.sim'
Simulator.load: Loaded simulator settings from 'eval-allcriteria-mini.sim'
Simulator.load: Loading from 'deterministic.sim'
Loader.load: Comments read from file follow:
Loader.load:  Parameter values that make the evaluation of a Framsticks creature deterministic.
Loader.load:  The values turn off random noise, so evaluation of the same genotype will always yield the same performance.
Loader.load:  The advantage is that you do not need to evaluate a genotype many times, and performance values are reliable.
Loader.load:  The disadvantage is that evolved creatures are "overfitting", i.e. rely entirely on the specific environment,
Loader.load:  and their behavior may be different in any other environment or (even slightly) changed conditions or parameter values,
Loader.load:  so each creature evolved using these settings must be later inspected using exactly the same setup.
Loader.load: 
Loader.load:  Before loading this file, load base settings, e.g. "eval-allcriteria.sim".
Loader.load:  Put this file in the "data" subdirectory within the Framsticks distribution.
Simulator.load: Loaded simulator settings from 'deterministic.sim'
Simulator.load: Loading from 'recording-body-coords.sim'
Loader.load: Comments read from file follow:
Loader.load:  The recording of the "center of gravity" (or mass) of all Parts of a creature during its lifespan, and
Loader.load:  the recording of coordinates of all Parts are stored as data->bodyrecording.
Loader.load:  Use STORE_ALL_PART_COORDS below to decide how much data you need recorded - maybe only COG and no Parts.
Loader.load: 
Loader.load:  If STORE_ALL_PART_COORDS=0 below, only COG is stored and the format is
Loader.load:  [ [cog1x,cog1y,cog1z], [cog2x,cog2y,cog2z], [cog3x,cog3y,cog3z], ...]
Loader.load:  where index numbers in the names are simulation steps.
Loader.load:  So you get a vector of COG x,y,z coordinates repeated for every simulation step.
Loader.load: 
Loader.load:  If STORE_ALL_PART_COORDS=1 below, the format is more verbose with one more level of nesting, because after the COG,
Loader.load:  the list of coordinates of all Parts follows (the first index in the names below is the simulation step, the second one is Part number)
Loader.load:  [ [[cog1x,cog1y,cog1z], [p1_1x,p1_1y,p1_1z], [p1_2x,p1_2y,p1_2z], ...], ...]
Loader.load: 
Loader.load:  You can further limit the amount of stored data by recording coordinates less frequently - see onCreaturesStep() comment below.
Loader.load:  Adjust 'Energy0' to achieve the lifespan you need.
Loader.load:  'evalcount' should likely be 1 unless you need other performance criteria (like vertpos or distance) averaged from multiple evaluations.
Loader.load:  Put this file in the "data" subdirectory within the Framsticks distribution unless you prefer to provide its path when loading.
Simulator.load: Loaded simulator settings from 'recording-body-coords.sim'
Simulator.load: Loading from 'only-body.sim'
Loader.load: Comments read from file follow:
Loader.load:  Turns off mutations in f0, f1, f4, fH related to brain (disables adding and modifying neurons)
Simulator.load: Loaded simulator settings from 'only-body.sim'
Using mutation rate from frams: 0.0
gen	nevals	avg	stddev	min	max
Selection: ignoring 2 infeasible solutions in a population of size 60
133	53    	5.54446e-05	0.000425878	0  	0.00332668
134	54    	5.54446e-05	0.000425878	0  	0.00332668
135	54    	0          	0          	0  	0         
Selection: ignoring 1 infeasible solution in a population of size 60
136	47    	0          	0          	0  	0         
Selection: ignoring 1 infeasible solution in a population of size 60
137	54    	0          	0          	0  	0         
Selection: ignoring 1 infeasible solution in a population of size 60
138	55    	0          	0          	0  	0         
139	55    	0          	0          	0  	0         
Selection: ignoring 2 infeasible solutions in a population of size 60
140	58    	0          	0          	0  	0         
141	53    	0          	0          	0  	0         
Selection: ignoring 4 infeasible solutions in a population of size 60
142	53    	0          	0          	0  	0         
Selection: ignoring 2 infeasible solutions in a population of size 60
143	51    	0          	0          	0  	0         
144	56    	0          	0          	0  	0         
Selection: ignoring 2 infeasible solutions in a population of size 60
145	56    	0          	0          	0  	0         
146	53    	0          	0          	0  	0         
Selection: ignoring 3 infeasible solutions in a population of size 60
147	52    	0          	0          	0  	0         
Selection: ignoring 2 infeasible solutions in a population of size 60
148	51    	0          	0          	0  	0         
149	55    	0          	0          	0  	0         
Selection: ignoring 4 infeasible solutions in a population of size 60
150	52    	0          	0          	0  	0         
Selection: ignoring 2 infeasible solutions in a population of size 60
151	51    	0          	0          	0  	0         
Selection: ignoring 4 infeasible solutions in a population of size 60
152	54    	0          	0          	0  	0         
Selection: ignoring 2 infeasible solutions in a population of size 60
153	51    	6.56947e-05	0.000500316	0  	0.00387599
Selection: ignoring 1 infeasible solution in a population of size 60
154	54    	0          	0          	0  	0         
155	56    	0          	0          	0  	0         
156	52    	0          	0          	0  	0         
Selection: ignoring 1 infeasible solution in a population of size 60
157	52    	3.68422e-05	0.000280582	0  	0.00217369
Selection: ignoring 1 infeasible solution in a population of size 60
158	53    	0.000172821	0.000648251	0  	0.00292454
Selection: ignoring 1 infeasible solution in a population of size 60
159	55    	0.00019646 	0.000739703	0  	0.00356505
Selection: ignoring 1 infeasible solution in a population of size 60
160	52    	0.000373528	0.000984699	0  	0.00384708
161	53    	0.000508876	0.001119   	0  	0.00371821
162	57    	0.000633684	0.00115857 	0  	0.00393448
163	56    	0.000758431	0.00127013 	0  	0.00393448
164	55    	0.00104774 	0.00145899 	0  	0.00497717
165	58    	0.000983818	0.00159543 	0  	0.00497717
166	52    	0.00133613 	0.00178151 	0  	0.00589131
167	53    	0.00125165 	0.00194879 	0  	0.0088134 
168	56    	0.00101623 	0.00164374 	0  	0.00657047
169	55    	0.00108622 	0.00169149 	0  	0.0056121 
170	51    	0.00129036 	0.00175142 	0  	0.00622148
171	45    	0.0016718  	0.00198187 	0  	0.00622148
172	53    	0.00153871 	0.00197311 	0  	0.00622148
173	55    	0.0014461  	0.00197187 	0  	0.00622148
174	51    	0.0019677  	0.00223688 	0  	0.0059225 
Selection: ignoring 1 infeasible solution in a population of size 60
175	57    	0.00113409 	0.00182127 	0  	0.00608243
176	54    	0.0011281  	0.00181949 	0  	0.00608243
177	54    	0.00122584 	0.00200827 	0  	0.00646666
178	55    	0.00173739 	0.00218888 	0  	0.00702163
179	56    	0.00119604 	0.00192044 	0  	0.00608243
180	52    	0.00171404 	0.00228679 	0  	0.00644146
181	59    	0.00163561 	0.00209914 	0  	0.00644146
182	59    	0.00195307 	0.0023187  	0  	0.00654336
183	57    	0.00141112 	0.00214533 	0  	0.00660665
184	53    	0.00192226 	0.00239013 	0  	0.00642811
185	54    	0.00165242 	0.00237654 	0  	0.00745247
186	54    	0.00216907 	0.00291013 	0  	0.0130854 
187	54    	0.00234927 	0.00366047 	0  	0.0169955 
188	50    	0.00374606 	0.00592739 	0  	0.0264397 
189	56    	0.00323622 	0.00604191 	0  	0.0247673 
190	54    	0.00402527 	0.00742672 	0  	0.0291316 
191	53    	0.00549214 	0.00899087 	0  	0.0309799 
192	54    	0.00424472 	0.00850476 	0  	0.0309799 
193	55    	0.00454472 	0.00834196 	0  	0.0308312 
194	50    	0.0049673  	0.00908292 	0  	0.0308312 
195	57    	0.00377569 	0.00837712 	0  	0.0311419 
196	57    	0.00331312 	0.00839524 	0  	0.0311419 
197	57    	0.00312146 	0.00819873 	0  	0.0311748 
198	53    	0.00603538 	0.0112618  	0  	0.0319563 
199	55    	0.0038925  	0.0093006  	0  	0.0327125 
200	55    	0.00770421 	0.0121775  	0  	0.0329672 
201	52    	0.00723664 	0.0121516  	0  	0.0329745 
202	53    	0.00926923 	0.0138508  	0  	0.0353821 
203	49    	0.0120931  	0.0142731  	0  	0.0331612 
204	49    	0.00787546 	0.0136647  	0  	0.0339634 
205	55    	0.00568499 	0.0115226  	0  	0.0339634 
206	55    	0.00520675 	0.011135   	0  	0.033459  
207	52    	0.00473311 	0.0110405  	0  	0.033459  
208	56    	0.00295671 	0.00852177 	0  	0.032755  
209	57    	0.0031029  	0.00882997 	0  	0.0323497 
210	55    	0.00416935 	0.00920848 	0  	0.0314947 
211	56    	0.00212519 	0.0072953  	0  	0.0327096 
212	52    	0.00230688 	0.0074366  	0  	0.0335974 
213	53    	0.00327108 	0.00923178 	0  	0.0335974 
214	52    	0.00333554 	0.00897545 	0  	0.0335974 
215	57    	0.0049355  	0.0109862  	0  	0.0395287 
216	47    	0.00734441 	0.0132368  	0  	0.0396724 
217	57    	0.00390235 	0.0102851  	0  	0.0399773 
218	53    	0.00430111 	0.0112253  	0  	0.040144  
219	52    	0.00353915 	0.00998835 	0  	0.0399773 
220	55    	0.00376902 	0.0106014  	0  	0.0395287 
221	55    	0.00366688 	0.0104898  	0  	0.0395319 
222	58    	0.00198816 	0.00848397 	0  	0.0395265 
223	55    	0.00331076 	0.010164   	0  	0.0395265 
224	53    	0.00338215 	0.00990037 	0  	0.0394576 
225	51    	0.0044161  	0.0109127  	0  	0.0394576 
226	58    	0.00269238 	0.00822358 	0  	0.0394576 
227	52    	0.00340621 	0.00882903 	0  	0.0394576 
228	58    	0.00288504 	0.0084542  	0  	0.0394576 
229	59    	0.00150417 	0.00457537 	0  	0.0334787 
230	54    	0.00252475 	0.00645134 	0  	0.0334787 
231	51    	0.00387328 	0.00806504 	0  	0.0334787 
232	51    	0.00473431 	0.00958972 	0  	0.033666  
233	54    	0.00502627 	0.0106632  	0  	0.0367415 
234	55    	0.00318008 	0.00889506 	0  	0.033666  
235	50    	0.00543274 	0.0107545  	0  	0.033666  
236	57    	0.00395906 	0.00963401 	0  	0.0337519 
237	50    	0.00653639 	0.0118969  	0  	0.0337519 
238	53    	0.00888322 	0.0141854  	0  	0.0432707 
Selection: ignoring 1 infeasible solution in a population of size 60
239	49    	0.0116338  	0.0158651  	0  	0.0432707 
Selection: ignoring 1 infeasible solution in a population of size 60
240	57    	0.00664698 	0.0138878  	0  	0.0432707 
241	58    	0.00881718 	0.0159982  	0  	0.0444274 
242	53    	0.0113721  	0.018154   	0  	0.0444049 
243	51    	0.00880945 	0.0166107  	0  	0.0444237 
244	51    	0.0158601  	0.0200649  	0  	0.0456136 
245	57    	0.0059055  	0.0138797  	0  	0.044904  
246	53    	0.00683526 	0.0153158  	0  	0.044904  
247	58    	0.00371101 	0.0112597  	0  	0.0444832 
248	55    	0.00464807 	0.0118498  	0  	0.0447427 
Selection: ignoring 1 infeasible solution in a population of size 60
249	52    	0.0066456  	0.0129059  	0  	0.0446571 
Selection: ignoring 2 infeasible solutions in a population of size 60
250	55    	0.00874171 	0.0156889  	0  	0.0447427 
Selection: ignoring 2 infeasible solutions in a population of size 60
251	54    	0.00813922 	0.0158842  	0  	0.0465728 
Selection: ignoring 1 infeasible solution in a population of size 60
252	56    	0.00523165 	0.0131651  	0  	0.0447427 
253	51    	0.00707834 	0.0153299  	0  	0.0452379 
254	52    	0.00596744 	0.0142065  	0  	0.0452379 
255	59    	0.00492121 	0.0126952  	0  	0.0420342 
Selection: ignoring 1 infeasible solution in a population of size 60
256	58    	0.00792569 	0.015728   	0  	0.0448653 
Selection: ignoring 4 infeasible solutions in a population of size 60
257	57    	0.00993676 	0.0170709  	0  	0.0448653 
Selection: ignoring 5 infeasible solutions in a population of size 60
258	50    	0.018053   	0.0203862  	0  	0.0462228 
Selection: ignoring 4 infeasible solutions in a population of size 60
259	56    	0.0107367  	0.0183078  	0  	0.0468157 
Selection: ignoring 2 infeasible solutions in a population of size 60
260	56    	0.0112085  	0.0186856  	0  	0.0468157 
261	56    	0.0108371  	0.0185331  	0  	0.0472574 
Selection: ignoring 2 infeasible solutions in a population of size 60
262	53    	0.0174567  	0.0212594  	0  	0.0479413 
263	52    	0.0191755  	0.0214289  	0  	0.0487068 
Selection: ignoring 1 infeasible solution in a population of size 60
264	56    	0.0121647  	0.0199121  	0  	0.0479413 
Selection: ignoring 2 infeasible solutions in a population of size 60
265	52    	0.0116765  	0.0198719  	0  	0.0485496 
Selection: ignoring 2 infeasible solutions in a population of size 60
266	54    	0.0124596  	0.0200276  	0  	0.050825  
267	57    	0.00948363 	0.0173905  	0  	0.0479413 
Selection: ignoring 4 infeasible solutions in a population of size 60
268	51    	0.00865772 	0.0169386  	0  	0.0479413 
Selection: ignoring 2 infeasible solutions in a population of size 60
269	55    	0.014271   	0.0199569  	0  	0.0495592 
Selection: ignoring 1 infeasible solution in a population of size 60
270	55    	0.00986197 	0.0177498  	0  	0.0495592 
271	55    	0.0110699  	0.0183714  	0  	0.0495592 
272	54    	0.0119842  	0.0191675  	0  	0.0495632 
273	54    	0.0103456  	0.0187286  	0  	0.0495632 
274	53    	0.0120089  	0.0197766  	0  	0.0498659 
275	55    	0.0103801  	0.0189564  	0  	0.0498659 
276	54    	0.00905047 	0.0181466  	0  	0.0498659 
277	49    	0.0113826  	0.0192016  	0  	0.0490362 
278	55    	0.01048    	0.0190553  	0  	0.0503523 
279	53    	0.0155605  	0.022126   	0  	0.05054   
280	52    	0.016395   	0.0224432  	0  	0.0508326 
281	54    	0.0146324  	0.0216058  	0  	0.0508326 
282	55    	0.0070556  	0.0164168  	0  	0.0508326 
283	54    	0.00628224 	0.0151797  	0  	0.0506863 
284	57    	0.00751239 	0.0163593  	0  	0.0509049 
285	57    	0.00601923 	0.0148373  	0  	0.050538  
286	55    	0.0116246  	0.0191368  	0  	0.050538  
Selection: ignoring 2 infeasible solutions in a population of size 60
287	57    	0.00690057 	0.0162483  	0  	0.050538  
Selection: ignoring 3 infeasible solutions in a population of size 60
288	51    	0.0107808  	0.019137   	0  	0.050538  
Selection: ignoring 2 infeasible solutions in a population of size 60
289	51    	0.0147277  	0.0206577  	0  	0.050538  
Selection: ignoring 5 infeasible solutions in a population of size 60
290	51    	0.0145115  	0.0215348  	0  	0.0508858 
291	55    	0.00965343 	0.0185962  	0  	0.0508858 
292	51    	0.00825066 	0.0175421  	0  	0.0508858 
Selection: ignoring 1 infeasible solution in a population of size 60
293	57    	0.00971741 	0.01862    	0  	0.0508858 
294	57    	0.00787998 	0.0170195  	0  	0.0532952 
Selection: ignoring 1 infeasible solution in a population of size 60
295	49    	0.0080615  	0.017746   	0  	0.0533119 
296	53    	0.00865528 	0.0188868  	0  	0.0536878 
297	52    	0.00969388 	0.0189977  	0  	0.0533119 
298	56    	0.00768541 	0.017692   	0  	0.0532952 
299	55    	0.00981354 	0.0196047  	0  	0.0533119 
300	52    	0.0109979  	0.0206096  	0  	0.0531534 
Best individuals:
(0.05368777697506921,) 	<--	 //0
p:0.696, -0.19, 0.353, fr=0.222, vr=0.606, 0.413, 0.415
p:-0.267, -1.029, 0.266, fr=0.508, vr=0.729, 0.374, 0.555
p:-0.456, -0.511, 0.593, fr=0.959, vr=0.806, 0.491, 0.592
p:0.6650187625743452, 0.24639409615436714, 1.4923404770715067, fr=0.666, vr=0.768, 0.716, 0.409
p:0.06535753150748191, -1.2244158631337774, 0.2789732683645797, fr=0.298, vr=0.843, 0.54, 0.749
p:1.1609231749102533, -0.8792737202911739, -0.5246466138189854, vr=0.437, 0.32, 0.521
p:-1.392425945641191, -2.566340569393008, 0.00822346414784167, fr=0.106, vr=0.752, 0.335, 0.482
p:0.3126399615259275, 0.8323346177364298, 1.1173749321347566, fr=0.332, vr=0.697, 0.634, 0.327
p:0.652, 1.733, 2.338, fr=0.631, vr=0.462, 0.569, 0.286
p:0.971, -1.009, -1.219, fr=0.891, vr=0.541, 0.323, 0.523
p:0.571, 0.536, 0.834, fr=0.511, vr=0.683, 0.278, 0.474
p:1.275, 2.138, 2.681, fr=1.123, vr=0.507, vb=0.125
p:0.8737191833644428, 0.5102090804882604, 0.8394066543447531, fr=0.539, vr=0.722, 0.627, 0.229
p:-1.994, -3.117, 0.705, fr=0.368, vr=0.945, 0.317, 0.471
p:-0.59396131049736, 2.281838101857368, 1.984225818275347, fr=0.733, vr=0.487, 0.595, 0.233
p:-1.262, -1.462, 0.297, fr=0.221, vr=0.781, 0.403, 0.478
p:-0.545, -2.785, 0.088, fr=0.593, vr=0.967, 0.307, 0.224
j:2, 1, vr=0.7675000000000001, 0.4325, 0.5735
j:2, 0, vr=0.706, 0.45199999999999996, 0.5035
j:1, 5, vr=0.6705, 0.4075, 0.565
j:1, 3, vr=0.7484999999999999, 0.5449999999999999, 0.482
j:6, 1, vr=0.7404999999999999, 0.35450000000000004, 0.5185
j:7, 3, vr=0.7324999999999999, 0.675, 0.368
