Argument values: path=/home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54, lib=None, sim=eval-allcriteria-mini.sim;deterministic.sim;recording-body-coords.sim;only-body.sim, genformat=0, initialgenotype=None, opt=jumpdistance, popsize=60, generations=300, tournament=7, pmut=0.9, pxov=0.0, hof_size=1, hof_savefile=genotypes_jump/HoF-jump-f0-eps001-center-run1.gen, max_numparts=20, max_numjoints=40, max_numneurons=0, max_numconnections=0, max_numgenochars=None, log_file=logs_jump/log-jump-f0-eps001-center-run1.json, stagnation_generations=None, plateau_escape=False, eps=0.01, placement=center
Using Framsticks version: 5.4
Home (writable) dir     : /home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54/data
Resources dir           : /home/nikiaker/Projects/studia/stop2/sem2/algorytmy/lab1/framsticks/Framsticks54/data

Available objects: ['CheckpointEvent', 'Collision', 'CrCollision', 'Creature', 'CreatureSettings', 'CreatureSignals', 'CreatureSnapshot', 'Dictionary', 'ExpProperties', 'ExpState', 'ExtValue', 'File', 'FunctionReference', 'GenMan', 'GenManStats', 'GenePool', 'GenePools', 'Geno', 'GenoConverters', 'Genotype', 'Interface', 'Joint', 'Loader', 'Math', 'MechJoint', 'MechPart', 'MessageCatcher', 'Model', 'ModelGeometry', 'ModelSymmetry', 'Neuro', 'NeuroClass', 'NeuroClassLibrary', 'NeuroDef', 'NeuroSignals', 'NeuronsSimEnabled', 'ODE', 'Orient', 'Part', 'Population', 'Populations', 'Ref', 'Signal', 'SignalView', 'SimilMeasure', 'SimilMeasureDistribution', 'SimilMeasureGreedy', 'SimilMeasureHungarian', 'Simulator', 'SlaveSimulators', 'StopEvent', 'String', 'UserScripts', 'Vector', 'WireframeAppearance', 'World', 'WorldMap', 'WorldSignals', 'XYZ', '__builtins__', '__cached__', '__doc__', '__file__', '__loader__', '__name__', '__package__', '__spec__', 'c_api', 'ctypes', 'home_dir', 'init', 'os', 're', 'res_dir', 'sim_params', 'stats', 'sys']

Basic tests OK. Using settings: ['eval-allcriteria-mini.sim', 'deterministic.sim', 'recording-body-coords.sim', 'only-body.sim']

Simulator.load: Loading from 'eval-allcriteria-mini.sim'
Simulator.load: Loaded simulator settings from 'eval-allcriteria-mini.sim'
Simulator.load: Loading from 'deterministic.sim'
Loader.load: Comments read from file follow:
Loader.load:  Parameter values that make the evaluation of a Framsticks creature deterministic.
Loader.load:  The values turn off random noise, so evaluation of the same genotype will always yield the same performance.
Loader.load:  The advantage is that you do not need to evaluate a genotype many times, and performance values are reliable.
Loader.load:  The disadvantage is that evolved creatures are "overfitting", i.e. rely entirely on the specific environment,
Loader.load:  and their behavior may be different in any other environment or (even slightly) changed conditions or parameter values,
Loader.load:  so each creature evolved using these settings must be later inspected using exactly the same setup.
Loader.load: 
Loader.load:  Before loading this file, load base settings, e.g. "eval-allcriteria.sim".
Loader.load:  Put this file in the "data" subdirectory within the Framsticks distribution.
Simulator.load: Loaded simulator settings from 'deterministic.sim'
Simulator.load: Loading from 'recording-body-coords.sim'
Loader.load: Comments read from file follow:
Loader.load:  The recording of the "center of gravity" (or mass) of all Parts of a creature during its lifespan, and
Loader.load:  the recording of coordinates of all Parts are stored as data->bodyrecording.
Loader.load:  Use STORE_ALL_PART_COORDS below to decide how much data you need recorded - maybe only COG and no Parts.
Loader.load: 
Loader.load:  If STORE_ALL_PART_COORDS=0 below, only COG is stored and the format is
Loader.load:  [ [cog1x,cog1y,cog1z], [cog2x,cog2y,cog2z], [cog3x,cog3y,cog3z], ...]
Loader.load:  where index numbers in the names are simulation steps.
Loader.load:  So you get a vector of COG x,y,z coordinates repeated for every simulation step.
Loader.load: 
Loader.load:  If STORE_ALL_PART_COORDS=1 below, the format is more verbose with one more level of nesting, because after the COG,
Loader.load:  the list of coordinates of all Parts follows (the first index in the names below is the simulation step, the second one is Part number)
Loader.load:  [ [[cog1x,cog1y,cog1z], [p1_1x,p1_1y,p1_1z], [p1_2x,p1_2y,p1_2z], ...], ...]
Loader.load: 
Loader.load:  You can further limit the amount of stored data by recording coordinates less frequently - see onCreaturesStep() comment below.
Loader.load:  Adjust 'Energy0' to achieve the lifespan you need.
Loader.load:  'evalcount' should likely be 1 unless you need other performance criteria (like vertpos or distance) averaged from multiple evaluations.
Loader.load:  Put this file in the "data" subdirectory within the Framsticks distribution unless you prefer to provide its path when loading.
Simulator.load: Loaded simulator settings from 'recording-body-coords.sim'
Simulator.load: Loading from 'only-body.sim'
Loader.load: Comments read from file follow:
Loader.load:  Turns off mutations in f0, f1, f4, fH related to brain (disables adding and modifying neurons)
Simulator.load: Loaded simulator settings from 'only-body.sim'
Using mutation rate from frams: 0.0
gen	nevals	avg	stddev	min	max
0  	60    	0  	0     	0  	0  
1  	57    	0  	0     	0  	0  
2  	56    	0  	0     	0  	0  
3  	52    	0  	0     	0  	0  
4  	56    	0  	0     	0  	0  
5  	53    	0  	0     	0  	0  
6  	54    	0  	0     	0  	0  
7  	54    	1.81133e-05	0.000139131	0  	0.0010868
8  	56    	1.81133e-05	0.000139131	0  	0.0010868
9  	53    	1.81133e-05	0.000139131	0  	0.0010868
10 	56    	2.98808e-05	0.000164624	0  	0.0010868
11 	52    	1.07494e-05	8.25678e-05	0  	0.000644964
12 	57    	0.000124405	0.000628965	0  	0.00468724 
13 	50    	0.000198271	0.000668249	0  	0.00468724 
14 	54    	0.000264197	0.000669527	0  	0.00444982 
15 	52    	0.000368291	0.000880623	0  	0.00444982 
16 	57    	0.000291958	0.000853462	0  	0.00447213 
17 	53    	0.000270885	0.000737306	0  	0.00447213 
18 	58    	0.000135542	0.000613584	0  	0.00447213 
19 	55    	0.000196596	0.000661922	0  	0.00447213 
20 	53    	0.000284195	0.000873266	0  	0.00447213 
21 	55    	0.000222353	0.000848084	0  	0.00447213 
22 	50    	0.000265232	0.000863931	0  	0.00447213 
23 	58    	0.000180571	0.000683883	0  	0.00447213 
24 	55    	0.000147921	0.000672723	0  	0.00447213 
25 	56    	0.000139131	0.000565162	0  	0.00339612 
26 	58    	5.21937e-06	4.00907e-05	0  	0.000313162
27 	57    	5.40376e-06	4.15071e-05	0  	0.000324226
28 	54    	5.23237e-06	4.01906e-05	0  	0.000313942
29 	55    	3.2097e-05 	0.000188174	0  	0.00143393 
30 	52    	0.000129116	0.000371478	0  	0.00143393 
31 	54    	0.000148768	0.000387602	0  	0.00143393 
32 	56    	0.00010371 	0.000301845	0  	0.00143393 
33 	54    	0.000158577	0.000388999	0  	0.00164996 
34 	50    	0.000210465	0.00047245 	0  	0.00166512 
35 	54    	0.000224373	0.000504742	0  	0.00164996 
36 	53    	0.000202792	0.000514677	0  	0.00178958 
37 	49    	0.000236502	0.000538625	0  	0.00178958 
38 	54    	0.000334747	0.000620548	0  	0.00178958 
39 	51    	0.000421414	0.000677362	0  	0.00178958 
40 	55    	0.000301049	0.000572658	0  	0.001723   
41 	54    	0.000227472	0.00071094 	0  	0.00466475 
42 	54    	0.000155504	0.000450071	0  	0.0017284  
43 	50    	0.000285693	0.000595595	0  	0.00175503 
44 	52    	0.000342969	0.000619269	0  	0.00175503 
45 	55    	0.000134818	0.000426364	0  	0.00218752 
46 	58    	0.000227906	0.000581515	0  	0.00218752 
47 	55    	0.000328345	0.000641739	0  	0.00218752 
48 	56    	0.000280469	0.000617909	0  	0.00216088 
49 	46    	0.000686183	0.000814184	0  	0.00216088 
50 	56    	0.000283284	0.000633688	0  	0.00212257 
51 	55    	0.000145567	0.000429113	0  	0.00212257 
52 	52    	0.000518307	0.00207641 	0  	0.015937   
53 	54    	0.000549487	0.0014316  	0  	0.0103576  
54 	51    	0.000898916	0.00243787 	0  	0.012437   
55 	54    	0.00101635 	0.00321967 	0  	0.017121   
56 	54    	0.00140639 	0.0040563  	0  	0.017121   
57 	54    	0.00155464 	0.00427381 	0  	0.017121   
58 	56    	0.00230259 	0.00510677 	0  	0.0174132  
59 	51    	0.00271411 	0.00545996 	0  	0.017121   
60 	56    	0.00148562 	0.00434568 	0  	0.0173031  
61 	53    	0.00255228 	0.00510638 	0  	0.0181951  
62 	56    	0.00203973 	0.00443463 	0  	0.0181951  
63 	53    	0.00162763 	0.00451747 	0  	0.0181951  
64 	56    	0.00139712 	0.00399405 	0  	0.0181951  
65 	56    	0.00136522 	0.00447215 	0  	0.0181958  
66 	53    	0.00156046 	0.00457626 	0  	0.0181951  
67 	51    	0.00253593 	0.00594821 	0  	0.0181951  
68 	54    	0.00318572 	0.00630271 	0  	0.0182134  
69 	53    	0.00249328 	0.00515839 	0  	0.0181951  
70 	53    	0.00245393 	0.00527317 	0  	0.0181951  
71 	56    	0.00142627 	0.00459046 	0  	0.0182807  
72 	57    	0.000916358	0.00341533 	0  	0.0172923  
73 	54    	0.00139533 	0.00445621 	0  	0.0172923  
74 	56    	0.00116942 	0.0042199  	0  	0.0173178  
75 	55    	0.000776135	0.00309764 	0  	0.0172923  
76 	54    	0.000406324	0.00222727 	0  	0.0172923  
77 	56    	0.000777281	0.00339506 	0  	0.0205014  
78 	53    	0.00117501 	0.00401146 	0  	0.0204866  
79 	58    	0.000742052	0.00305108 	0  	0.0171919  
80 	54    	0.00116104 	0.00400717 	0  	0.0171919  
81 	54    	0.00113767 	0.00364592 	0  	0.01838    
82 	54    	0.001355   	0.00388487 	0  	0.0172366  
83 	51    	0.0020249  	0.00509419 	0  	0.0220216  
84 	48    	0.0034845  	0.00708507 	0  	0.022035   
